,Track Name,Song Popularity,Album,Song Release Date,Duration (ms),Artists,Explicit,Song Rank,Artist ID,Genres,Followers,Popularity,Lyrics,Total Artists On Song,Lyrics Word Count,neg,neu,pos,compound,Simplified Genre,Ranking Group,Top 10 Song,Duration (ms)_transf,Followers_transf,Lyrics Word Count_transf
38,Igual Que Un Ángel (with Peso Pluma),0.75,ORQUÍDEAS,2024-01-12,260370.0,Kali Uchis,False,39,1U1el3k54VvEUzo3ybLPlM,colombian pop,8221823,0.86,"Letra de 'Igual Que Un Ángel'  Kali Uchis Ooh Oh, oh Verso 1 Kali Uchis You should've seen the way she looked, igual que un ángel Heaven's her residence y ella no se va a caer They just can't reach her, princesita inalcanzable Le rompieron el cora, pero nunca se la perdió, oh Pre-Coro Kali Uchis Todos quieren plata, otros quieren fama Un amor superficial Pero ella quiere calma, no dañar su alma Nunca se olvida de lo real Coro Kali Uchis Un corazón como el tuyo está en extinción Heaven must have sent you to Earth Un corazón como el tuyo está en extinción Heaven must have sent you to Earth La favorita de Dios, la favorita de Dios, and it shows Sent from Heaven down to Earth La favorita de Dios, la favorita de Dios, and she knows Sent from Heaven down to Earth Verso 2 Peso Pluma & Kali Uchis Ya le juraron amor y le fallaron Ojitos secos de todo lo que lloraron Pero ella no se rinde, sonríe aunque le duela Porque personas como ella ya no quedan (Oh) Pre-Coro Peso Pluma & Kali Uchis, Peso Pluma, Kali Uchis Todos quieren plata, otros quieren fama Un amor superficial (Ah) Pero ella quiere calma, no dañar su alma (Ah) Nunca se olvida de lo real Coro Kali Uchis & Peso Pluma, Kali Uchis, Peso Pluma Un corazón como el tuyo está en extinción Heaven must have sent you to Earth (Oh) Un corazón como el tuyo está en extinción Heaven must have sent you to Earth La favorita de Dios, la favorita de Dios, and it shows Sent from Heaven down to Earth La favorita de Dios, la favorita de Dios, and she knows Sent from Heaven down to Earth Verso 3 Kali Uchis Uh, con esa actitud nadie la merece El que la quiera, que rece Porque ella es luz, ay, nada que ver No está a tu alcance, la nena es un ángel, ah  Pre-Coro Peso Pluma & Kali Uchis, Kali Uchis Todos quieren plata, otros quieren fama Un amor superficial (Ah) Pero ella quiere calma, no dañar su alma (Ah) Nunca se olvida de lo real Coro Kali Uchis & Peso Pluma, Kali Uchis, Peso Pluma Un corazón como el tuyo está en extinción Heaven must have sent you to Earth (Oh) Un corazón como el tuyo está en extinción Heaven must have sent you to Earth La favorita de Dios, la favorita de Dios, and it shows Sent from Heaven down to Earth La favorita de Dios, la favorita de Dios, and she knows Sent from Heaven down to Earth  Peso Pluma & Kali Uchis Dios She knows La favorita de Dios Favorita de Dios She knows La favorita de Dios",2.0,459,0.032,0.858,0.11,0.9923,Pop,31-40,0,0.5772656376441194,0.7616481688065434,0.8688103102455325
39,Enough (Miami),0.64,Enough (Miami),2024-03-15,158727.0,Cardi B,True,40,4kYSro6naA4h99UJvo89HB,"pop, rap",24777235,0.8," Yeah Yeah Okay Okay Okay Okay  ( Mano ) Yeah, yeah, yeah, look  ( OG Parker )  Me verse you and you know who they pickin' Cheap and expensive, you knowin' the difference You know that it's hittin', you know what it's givin' Hair, nails, polar bear I can survive in the coldest conditions Hoes better lower they tone when they spittin' Bitches is washed, soap on the dishes I apply pressure like boa constrictors One bitch, two bitch, old bitch, new bitch None of y'all bitches not gon' do shit I'm in Miami, I pull up on cruise ship You in Miami, four hoеs to a room shit (Ah)  When I step, it's stampedе Foot on neck, can't breathe Lucky Charm, Van Cleef Diamonds on the dance team",1.0,129,0.189,0.632,0.179,-0.7663,Pop,31-40,0,0.20527755865888153,0.8574259236436156,0.6897419502093179
40,Si Antes Te Hubiera Conocido,0.92,Si Antes Te Hubiera Conocido,2024-06-21,195824.0,KAROL G,False,41,790FomKkXshlbRYZFtlgla,"reggaeton, reggaeton colombiano, urbano latino",52807336,0.91,"Letra de ""Si Antes Te Hubiera Conocido""  ¿Q ué lo  que? Estamo' a rulay Empezó el verano Fuego Coro ¿Qué hubiera sido? Si antes te hubiera conocido Seguramente, estarías bailando esta conmigo No como amigos Post-Coro Sino como otra cosa Usted cerca me pone peligrosa Por un besito hago cualquier cosa La novia suya me pone celosa y aunque es hermosa ¡Ey! Pre-Coro No te va a tratar como yo No te va a besar como yo No está tan rica así como yo Ella es tímida y yo no Con esta' ganas que tengo yo Me atrevo a comerme los do' Hoy estás jangueando con ella Pero, mmm, después tal vez no",1.0,113,0.113,0.868,0.018,-0.8642,Latin,41-50,0,0.36313969606182717,0.9231273279642783,0.6711313063368682
41,Bon Bon,0.51,Bon Bon,2024-05-07,210133.0,Fcukers,True,42,3UtzOHYm3lQALkKzVD4wyO,None Listed,20650,0.47,"I told 'em Yo, I don't know what's going on, but it's a lot I'll give y'all five seconds to catch your breath One, two (Just make sure I get home before nine) Three, four, five (Right here, motherfucker) (Yeah) Go to the beach and I getcha bon bon Go to the beach, yeah I getcha bon bon Go to the streets and I getcha bon bon Go to the streets, yeah I getcha bon bon Ya, I getcha bon bon Ya, I getcha bon bon I getcha run and I getcha run run I getcha run, get your kit on Go to the streets and I getcha run run Go to the streets and I getcha bon bon I'll give y'all five seconds to catch your breath I wish ya gone, getcha getcha bon bon I wish ya gone, getcha getcha bon bon I wish ya gone, getcha getcha bon bon Ya, I getcha bon bon Ya, I getcha bon bon Ya, I getcha bon bon Ya, I getcha bon bon Go to the crib, yeah I getcha fit on Go to the crib, yeah you getcha fit on Go in the streets, yeah you getcha fit on Go in the streets and I getcha bon bon I wish ya gone I wish ya gone I wish ya gone I wish ya gone I wish ya gone I wish ya gone Getcha getcha bon bon I wish ya gone Getcha getcha bon bon, I wish ya gone Getcha getcha bon bon, I wish ya gone Getcha getcha bon bon (Yeah) Instrumental Break I getcha bon bon I getcha bon bon I getcha bon bon I getcha bon bon I getcha bon bon",1.0,283,0.019,0.761,0.22,0.9965,Other,41-50,0,0.4161469162370963,0.24185539171572346,0.8004739457666961
42,Driver,0.47,Evergreen,2024-10-25,252266.0,Soccer Mommy,False,43,4wXchxfTTggLtzkoUhO86Q,"art pop, bubblegrunge, indie pop, indie rock, small room",395105,0.55," I'm a five-foot-four engine waiting to move I'm a test of his patience with all that I do 'Cause I'm hot and he stays cool, I don't know why But he puts up with my moods And it makes me smile when he says  'Where are we going now?' My head is always in the clouds I'll be the driver if you choose No promises to stay on route He'd never leave me now Even if he could, there's no way out 'Cause I'll be the driver through and through I would go anywherе with you I would go anywhere, yeah  Losing my concеntration on every whim He reminds me, he leads me back like it's nothing to him 'Cause my head is a highway all of the time And the thoughts race through my brain But it all goes quiet when he says  'Where are we going now?' My head is always in the clouds I'll be the driver if you choose No promises to stay on route He'd never leave me now Even if he could, there's no way out 'Cause I'll be the driver, I'll be the driver I'll be the driver, yeah So where are we going now? My head is always in the clouds I'll be the driver if you choose No promises to stay on route He'd never leave me now Even if he could, there's no way out 'Cause I'll be the driver, I'll be the driver I'll be the driver, yeah",1.0,249,0.073,0.851,0.076,-0.5349,Indie/Alternative,41-50,0,0.5534998184803328,0.49810507079874256,0.7824049855742441
43,Anything,0.57,Vertigo,2024-07-12,188286.0,Griff,False,44,5RJFJWYgtgWktosLrUDzff,"alt z, uk pop",380680,0.69," TV on in the background, I didn't care about that Body bare on your chest and my heart in the palm of your hands Did you realise the power you had over me when you love like that? Did you love knowing you'd take it back?  You know if you told me to run, jump Throw my body right off of a highwire bridge 'Cause you'd meet me at the bottom I woulda done anything you wanted I woulda done anything you wanted Oh, you could've told me to Crawl down till my head's underground Dig my elbows in with no way to get out I woulda done anything you wanted I woulda done anything you wanted  Just to know I was yours at least for another night Maybe I craved you so much 'cause I knеw you were nevеr mine (La-la-la-la-la, la-la-la-la-la) Oh, maybe it's 'cause I was young and you were the first to find You built me up (La-la-la-la-la) just to set me alight  You know if you told me to run, jump Throw my body right off of a highwire bridge 'Cause you'd meet me at the bottom I woulda done anything you wanted (Anything) I woulda done anything you wanted Oh, you could've told me to Crawl down till my head's underground Dig my elbows in with no way to get out I woulda done anything you wanted (Anything) I woulda done anything you wanted Bridge And I hate how much that you took away Like my confidence was yours to take Did you love how much you could make me stay? 'Cause you knew, yeah  You knew if you told me to run, jump Throw my body right off of a highwire bridge 'Cause you'd meet me at the bottom I would've done anything you wanted (Oh yeah) I would've done anything you wanted Oh, you could've told me to Crawl down till my head's underground Dig my elbows in with no way to get out I woulda done anything you wanted (Anything) I woulda done anything you wanted  (La-la-la-la-la, la-la-la-la-la) (Anything) (La-la-la-la-la, la-la-la-la-la) (Anything)",1.0,351,0.034,0.887,0.079,0.959,Pop,41-50,0,0.3336356220237615,0.4948759071366521,0.8308913770475004
44,Saturn,0.85,Saturn,2024-02-22,186191.0,SZA,False,45,7tYKF4w9nC0nq9CsPZTHyP,"pop, r&b, rap",25040818,0.93," If there's another universe Please make some noise (Noise) Give me a sign (Sign) This can't be life If there's a point to losing love Repeating pain (Why?) It's all the same (Same) I hate this place  Stuck in this paradigm Don't believe in paradise This must be what Hell is like There's got to be more, got to be more Sick of this head of mine Intrusive thoughts, they paralyzе Nirvana's not as advertised Therе's got to be more, been here before  Ooh (Ooh, ooh) Life's better on Saturn Got to break this pattern Of floating away Ooh (Ooh, ooh) Find something worth saving It's all for the taking I always say",1.0,113,0.168,0.732,0.1,-0.885,Pop,41-50,0,0.3252257563364349,0.8583446821137944,0.6711313063368682
45,TRYIN' MY HARDEST,0.35,HEAVY,2024-03-22,168648.0,SiR,False,47,3QTDHixorJelOLxoxcjqGx,"alternative r&b, la pop",1089801,0.67," Well, if this ain't love, I don't know I don't know, I don't know  I'm tryin' my hardest I'm tryin' my hardest Well, if this ain't love, I don't know what the fuck it is, ooh I'm tryin' my hardest  Plant a seed, give it time, hope that it grow Energy is hard to find, I know that you know Promises, I wanna keep, been keepin' me down But I know how I would feel if I can't keep you around So I meditate, got my mind focused on you Change of pace, it ain't a race, I'm chasin' the truth Sick of all the pain that I've been puttin' you through I keep gettin' it wrong but I know that  I'm tryin' my hardest (Ooh-ooh, ooh-ooh, ooh-ooh) I'm tryin' my hardest (Ooh-ooh, ooh-ooh, ooh-ooh) Well, if this ain't love, I don't know what the fuck it is, ooh I'm tryin' my hardest (Ooh-ooh, ooh-ooh, ooh-ooh)",1.0,156,0.162,0.745,0.093,-0.9499,Pop,41-50,0,0.250846428181168,0.5861958291175259,0.7164828267814742
46,BYE BYE,0.42,The Collective,2024-03-08,254000.0,Kim Gordon,False,48,3n8qeKQViV1waeCzZmS4Tx,"no wave, noise rock",85029,0.39," Buy a suitcase, pants to the cleaner Cigarettes for Keller Call the vet, call the groomer Call the dog sitter Milk thistle, calcium, high-rise, boot cut Advil, black jeans, blue jeans Cardigan, purse, passport Pajamas, silk  Hoodie, toothpaste Brush, foundation Contact solution Mascara Lip mask, eye mask, ear plugs Travel shampoo, conditioner Eyeliner, dental floss Money for the cleaners  3 Sleeping pills, sneakers, boots Black dress, white tee, turtleneck IBook, power cord, medications Button down, laptop Hand cream, body lotion Bella Freud YSL, Eckhaus Latta Eyelash curler, vibrator, teaser Bye-bye Bye-bye",1.0,91,0.042,0.884,0.074,0.4767,Rock,41-50,0,0.5586485267365209,0.36473134317387657,0.6407488849464862
47,In The Wawa (Convinced I Am God),0.25,Hex Dealer,2024-05-17,139234.0,Lip Critic,False,49,4ABuKdLlVyzLztIFR8ETX9,digital hardcore,8623,0.29," One for the pain One on a whim Hard to see the point of what lies beneath my skin They wouldn't give it to me A vision of the self So I drink the image that they sell of the shelf  What was the summation of atoms in my blood? I'm a gusher for the devil, there's no boat in the flood Now my son's the fire breather I can't look in his eyes He's the only one who sees the truth behind my lies  Standing in the Wawa, convinced I'm a god So I'm gonna get any sandwich I want Why would I stop? My decision is law Earth is a skeleton and I am it's jaw Post- If you are the critic and I am the believer I would live with no doubt, no fear in my features Verse 3 Oh, believe my speech, stutter though I may I know my time is coming but it will not be today I live for the heart The energy of life Put my blood in the printer just so I could live it twice",1.0,184,0.088,0.807,0.105,0.6729,Electronic/Experimental,41-50,0,0.10679370269373756,0.16603993910133874,0.7397376319009072
48,Perfume,0.53,What's Wrong With New York?,2024-09-06,147101.0,The Dare,False,50,2mqiqsaX4LzFnUP7PmHGAb,None Listed,123294,0.6," I've got a new obsession of mine It's something that I found while shopping online (Woo) It's something unassuming sitting in my sock drawer (Drawer) It's something that can make a bride out of a whore (What?)  When I walk in a room, everybody agrees Something's added to the air, but you can't really see Something so, so sexy, but you can't really tell All the boys and the girls ask me, 'What is that smell?' That's my perfume  It's $5.99 (Woo) I spray it in my mouth and it tastes just divine It's erotic, it's from Paris too White font on the front 'C'est comme tomber amoureux'  When I go for a kiss, everybody agrees Something's added to the mood, but you can't really see Something so seductive, but you can't really tell All the boys and the girls ask me, 'What is that smell?' That's my perfume Post- Yeah (Woo) That's my perfume Yeah (Woo) That's my Verse 3 You'll have to pry it from my cold dead grip In fact, spray it in my grave so the worms can get a whiff I wanna smell real good while I'm burning in hell 'Cause the fire makes you sweat, other people can tell  When I put it on myself, everybody agrees A certain je ne sais quoi starts coming for me It's a little bit different, but I don't know why They say it's only for girls, but they're too scared to try That's my Post- (Yeah) That's my perfume (Yeah, woo) That's my, yeah That's my perfume, yeah Ow",1.0,262,0.083,0.724,0.193,0.9871,Other,41-50,0,0.14810501221986527,0.39699280258721814,0.7895883281650494
49,Get It Sexyy,0.72,In Sexyy We Trust,2024-05-24,148551.0,Sexyy Red,True,51,3DbwFQlvLxRSi2uX8mf81A,trap queen,1621342,0.82," ( Tay  Keith, fuck these niggas up ) Baow, baow, baow, baow Grraow, baow, baow, baow Yeah, yeah, yeah, yeah, yeah, yeah It's Sexyy  Slim thick, caramel skin 5'5"", this bitch a ten (Yeah) Hair done, bills paid Catch me slidin' in a Benz (Vyoom) I ain't lookin' for no man Ain't recruitin' no new friends Louis bag filled with bands Go on, Sexyy, do your dance Get it, Sexyy (Uh, uh), get it, Sexyy (Uh, uh) Get it, Sexyy (Uh, uh), get it, Sexyy (Uh, uh)  Boy, you know this ass super fat (I ain't lyin', though) Fuck me good, I'm throwin' that shit back (I'm his favorite ho) He wanna kiss me all over my tats (Uh, uh, uh, uh, I might let him, though) I'm so fuckin' sexy, they attack (All these niggas on go) Feeling myself 'cause I know that I'm that (Yeah, bitch, I’m cold) Ridin' through St. Louis in a Scat (And I can't go slow) Bust down middle part, and I got it black (I'm a big fine ho) Walkin' through the club lookin' like a snack (But you knew that though)",1.0,189,0.092,0.754,0.154,0.6343,Hip Hop/Rap,51-60,0,0.15547752773575318,0.6206871791947893,0.7435165900034827
50,Active,0.64,Active,2024-08-06,172597.0,Asake,True,52,3a1tBryiczPAZpgoZN9Rzg,"afrobeats, nigerian pop",4779210,0.77," Oh man, I'm active Oh man, I'm active Oh man, I'm active Oh man, I'm active Refrain Adewale Ayuba Maajo, fine girl Maajo, fine girl Maajo, fine girl Maajo, fine girl Maajo, maajo Maajo, fine girl Maajo, fine girl  Gbemi dele oh, gbemi debẹ oh (Debẹ oh) Two shot, to ma gbemi debẹ oh (Debẹ oh) Too sure, iwọ gan ma debẹ oh (Debẹ oh) Straight forward, I no get K-leg Oh, yeah, yeah, kosepe oh 24/7, me dey I here oh You no strong, make you dey for daycare oh Mo n gbona, orimi dey there oh Kampe oh, kampe oh (Active) Moduro, moduro, kampe oh Otipẹ ti moti sanle oh I've been active, aja mi sare oh Sare oh, sare oh (Active) Mogbe wọn, mogbe wọn, sare oh Ẹyin t'emi ẹjẹ ka jaiye oh Aye kan lowa, ko sa ye oh",2.0,143,0.029,0.742,0.229,0.9786,Afrobeat/African,51-60,0,0.2682430791131054,0.7145450439081161,0.7042351219732854
51,Cardinal,0.57,Deeper Well,2024-03-15,191413.0,Kacey Musgraves,False,53,70kkdajctXSbqSMJbQO424,"classic texas country, contemporary country, country dawn",1513638,0.78," I saw a sign or an omen On the branches in the morning It was right after I Lost a friend without warning  Words unsaid Scarlet red  Cardinal Are you bringing me a message from the other side? Cardinal Are you telling me I'm on somebody's mind? Don't leave me behind  I took a walk in the city To clear my head for a moment Turned my collar to the wind On the street, it was blowing  And there he was Above my head",1.0,84,0.025,0.872,0.103,0.7222,Country,51-60,0,0.34601571564413014,0.6147191023079764,0.6295349263454525
52,Never Need Me,0.58,What A Devastating Turn of Events,2024-05-03,205431.0,Rachel Chinouriri,False,54,4wrzxtBZw20ufDstKyTnnP,"indie pop, uk pop",229882,0.61," Pa-da, pa, pa-da, pa Pa-da, pa, pa-da, pa, pa-da Pa-da, pa, pa-da, pa Pa-da, pa, pa-da, pa, pa-da  A call in the dead of the night It's strange, but it's such a delight To hear your voice again It's been a long time since I last saw you You never swim, you drown in your drink Revealing the secrets you think You need me 'cause you're scared What the hell am I supposed to do?  If you can't change, I doubt that I can help you I've made plans and, sorry, they're without you  In my head, you can do what you like Oh, no, I couldn't care what you do with your life I hope you just take it easy I hope that you never need me And maybe I'll regrеt not sticking around But how can I swim if you're pullin' me down? Just promise you'll takе it easy I hope that you never need me",1.0,158,0.095,0.7,0.205,0.9755,Pop,51-60,0,0.3991375112793776,0.45108295321082126,0.7182765536536377
53,World on a String,0.41,Here in the Pitch,2024-05-03,189640.0,Jessica Pratt,False,55,5KTykbPcDB4GYS49jcHbWh,"ambient folk, art pop, freak folk",142465,0.6,"Verse She's got the world on a string 'Bout the time she comes around here anyway And it's only lasted for a while And it's only lasted for the tide You should know the courage of my heart Don't suppose the earth could spin apart And here it goes, oh-oh-oh And here it goes, oh-oh-oh  I used to want for what your desolation hadn't come by And as your seconds spark, our turning off and turning up now Child Oh, to bear Post- I want to be the sunlight of the century I want to be a vestige of our senses free Instrumental Break  I used to want for what your desolation hadn't come by And as your sеconds spark, our turning off and turning up now Child Oh, to bear",1.0,131,0.0,0.861,0.139,0.9403,Electronic/Experimental,51-60,0,0.3390212881085066,0.4095408225279119,0.6919053896486157
54,Cómo Dónde y Cuándo,0.55,Las Mujeres Ya No Lloran,2024-03-22,179000.0,Shakira,False,56,0EmeFodog0BfCgMzAIvKQp,"colombian pop, dance pop, latin pop, pop",35766327,0.88,"Letra de ""Cómo, Dónde y Cuándo"" Verso 1 Entre la rutina y el estrés La vida es una perra, ya lo sé Pero por cada flor marchita Una siempre vuelve a nacer Mi cabeza no se explica Por qué a veces uno se complica Y por cualquier tontería A uno se le arruina el día Pre-Coro Agarra una toalla y un traje de baño Vamos a la playa y nos olvidamos Por un milimicrosegundo De lo malo del mundo Coro El tiempo se va volando Cuando se pasa bien, eh-eh No importa cómo, dónde y cuándo Lo que importa es con quién El tiempo se va volando Cuando se pasa bien, eh-eh No importa cómo, dónde y cuándo Lo que importa es con quién",1.0,124,0.052,0.948,0.0,-0.6808,Pop,51-60,0,0.29562171826738926,0.8892971850155841,0.6841842758971388
55,Starburster,0.7,Romance,2024-08-23,221450.0,Fontaines D.C.,True,57,3SXwqSqAoBz9WCI9PDQzY6,"crank wave, irish indie rock, irish post-punk",723882,0.73," It may feel bad It may feel bad It may feel bad  I wanna see you alone, I wanna sharp the stone I wanna bounce the bone, I wanna mess with it I wanna lay the deville, the whole crew on the sill I want the preacher and pill, I wanna bless with it I wanna head to a mass and get cast in it That shit's funnier than any A-class, innit? I wanna talk with the clown who has apologies down Pay him 300 pound to take a class in it I wanna bite the phone, I wanna bleed the tone I wanna see you alone, alone, alone-lone I wanna strait the shark and find me somewhere to park Like the light when it's dark, it's dark, it's dark-dark A few stars about make it feel like peace in a way A complimentary round Constellation got a twist in it For a GPO and all the hits in it Refrain I'm gon' hit your business if it's momentary blissness I'm gon' hit your business if it's momentary blissness I'm gon' hit your business if it's momentary blissness I'm gon' hit your business if it's momentary— (It may feel bad)",1.0,200,0.106,0.814,0.08,-0.6908,Indie/Alternative,51-60,0,0.45557380543915826,0.5506745158422554,0.7514917268838124
56,Get In With Me,0.65,Mr Beat The Road,2024-03-15,120792.0,BossMan Dlow,True,58,23xFbA9rYgRX8mreqysWPc,None Listed,487806,0.73," Big Za Yeah Gram ( Dxnte, you snapped on this one ) Uh, uh  I was bad as fuck in school, now I'm tryna dodge a sentence Just walked out the Lanvin store, pair of shoes, twelve-fifty (Nigga) You wanna boss up your life? All you gotta do is get in with me (Come here, baby) I don't even pay to get in the club, they know I'm a walkin' ticket I'm presidential leavin' the club, we ain't stoppin' at no lights (Yoom) You wanna be a boss, you gotta pay the price (Facts) Left wrist on frost, look like a bag of ice (Bling) I'm drivin' the Bentley Bentayga like I don't love my life (Skrrt) Verse I'm in that thing shiftin' and I'm lane-switchin' (Yoom) Bitch, it's Big Za, I'ma stand on straight business (Big Za) Uh, dunkin' on niggas' ass like Blake Griffin (Rrr) He keep talkin', bro gon' leave his face missing (Brrt) Bae, these Off-White, these ain't no Huarache (No Huarache, baby) Bad bitch, fiftieth floor, eatin' hibachi (Come here, baby) I got ten missed calls, all my bitches mad at me Valet park, designer district, I'm goin' straight to Gallery Juggs fiendin', yep (Yep) Phone ringin', yep (Brrt) Niggas hatin', yep (Nigga) Jewelry blingin', yep (Bling) Juggs fiendin', yep (Brrt) Phone ringin', yep (Yep) Niggas hatin', yep (Nigga) Jewelry blingin', yep (Bling)",1.0,228,0.165,0.685,0.149,-0.908,Other,51-60,0,0.0,0.5164044654009871,0.7699721593703355
57,Like I Say (I runaway),0.56,My Method Actor,2024-09-13,177475.0,Nilüfer Yanya,True,59,09kXLeOXRyfNQMXRaDO4qA,"art pop, experimental pop, uk alternative pop",209096,0.57," Like I say, like I say, like I say I run away 'Cause I'm on precious time I can never lose, it's a state of mind Know it's coming down  Like I say, like I say, like I say She run away 'Cause I won't cross this line I could really lose you in time to time No  It's coming through my speaker, yeah It's coming through my bedroom  'Cause I feel like all my friends They don't read my mind The minute I'm not in control I'm tearing up inside Fill up on the feeling Fill up on the line If I'm falling out with you 'Cause if you can't hold my hand Just to feel alive In the early morning hues",1.0,123,0.064,0.715,0.222,0.9658,Electronic/Experimental,51-60,0,0.2891908598413657,0.44285450851884056,0.6830460968401074
58,"I Love You, I'm Sorry",0.89,The Secret of Us,2024-06-21,157146.0,Gracie Abrams,True,60,4tuJ0bMpJh08umKkEXKUI5,alt z,3494975,0.9," Two Augusts ago I told the truth, oh, but you didn't like it, you went home You're in your Benz, I'm by the gate Now you go alone Charm all the people you train for, you mean well but aim low And I'll make it known like I'm getting paid  That's just the way life goes I like to slam doors closed Trust me, I know it's always about me I love you, I'm sorry  Two summers from now We'll have been talking, but not all that often, we're cool now I'll be on a boat, you're on a plane Going somewhere, same And I'll have a drink Wistfully lean out my window and watch the sun set on the lake I might not feel real, but it's okay, mm  'Cause that's just the way life goes I push my luck, it shows Thankful you don't send someone to kill me I love you, I'm sorry",1.0,156,0.102,0.677,0.221,0.98,Pop,51-60,0,0.1977535686248153,0.6873737579308025,0.7164828267814742
59,215634,0.17,Damascus,2024-04-19,278737.0,Elvie Shane,False,61,2eIB6vFotL2su94z3pUC1j,modern country pop,40041,0.47," 215634 I hate these goddang concrete floors They don't feel like home no more than they ever did Am I a victim of circumstance? I tried like hell, had no chance Fell right back where my backwards always landed  And it's just like the hollers and the streets in here Fight like hell and hide your tears Just get by and try to keep your head down Yeah, these four cold walls, they don't change much 'Cause who I am's still who I was The same ol' boy who can't seem to get out Oh, but my namе ain't my name no more It's 215634  I shot the man I'm in hеre for When that son of a bitch kicked down my door But a felon with a .44 can't claim self defense This time, I guess I'm in for good I turned out like they all said I would But where I'm from, there ain't nobody innocent, nah",1.0,159,0.15,0.753,0.097,-0.7807,Pop,61-70,0,0.6284995744548567,0.29934680761554544,0.7191649736845735
60,Love Me JeJe,0.71,Born in the Wild,2024-06-06,178041.0,Tems,False,62,687cZJR45JO7jhk1LHIbgq,"afro r&b, afrobeats, alte, nigerian pop",2649350,0.78," Tell me when to say  ""Love me jeje"" One, two, one, two, three, go ( Love me jeje, love me tender ) Ayy ( Love me jeje, love me tender ) Oh, yeah ( Love me jeje, love me tender )  I need your lovin', so fresh, so clean Love me in and out, unfailingly And I'll be down now, anytime you call me I'll be down, I'll bе down  Because I love and I lovе and I love and I love you only Because I need and I need and I need and I need you more, yeah You know I run and I run and I run and I run, fly, we can fly in the sky in the night Hold me in your arms, in your love and your light  I'm on your wave right now (Wave) I'm on your wave right now, yeah (Wave) I'm on your vibe now, you got me on your side now, yeah I'm on your wave right now, woah, woah, woah, yeah  If not you, then I don't wanna know, I don't want no story Day and night, it's unconditional, got me livin' softly, yeah, yeah Love me jeje, love me tender (Ooh) You know your love turn me up like NEPA Anything you want and I'ma do whatever",1.0,218,0.004,0.672,0.324,0.9982,R&B,61-70,0,0.2915840828747527,0.6633226573243255,0.7636451025824035
61,Family Matters,0.71,Family Matters,2024-05-03,456933.0,Drake,True,63,3TVXtAsR1Inumwj472S9r4,"canadian hip hop, canadian pop, hip hop, pop rap, rap",94197417,0.96,"Part I   &  Sandra Graham  Maybe in this song, you shouldn't start by saying Nigga, I said it, I know that you mad I've emptied the clip over friendlier jabs You mentioned my seed, now deal with his dad I gotta go bad, I gotta go bad  Mm, mm, yeah Drop, drop, drop, drop Drop a fifty bag for the mob in the spot Drop a fifty bag, 29 for the thot Uh, I was really, really tryna keep it PG I was really, really tryna keep it PG If you had a set, they'd give your ass a DP But you civilian gang, in real life, you PC Verse You know who really bang a set? My nigga YG You know who really bang a set? My nigga Chuck T You know who even bang a set out there is CB And, nigga, Cole losin' sleep on this, it ain't me You better have some paperwork or that shit fake tea Can't bе rappin' 'bout no rattin' that we can't read I mean it's truе a nigga slimed me for my AP Just like how Metro nigga slimed him for his main squeeze Out here beggin' for attention, nigga, say please Always rappin' like you 'bout to get the slaves freed You just actin' like an activist, it's make-believe Don't even go back to your hood and plant no money trees Say you hate the girls I fuck, but what you really mean? I been with Black and white and everything that's in between You the Black messiah wifin' up a mixed queen And hit vanilla cream to help out with your self-esteem On some Bobby shit, I wanna know what Whitney need All that puppy love was over in y'all late teens Why you never hold your son and tell him, ""Say cheese""? We could've left the kids out of this, don't blame me You a dog and you know it, you just play sweet Your baby mama captions always screamin', ""Save me"" You did her dirty all your life, you tryna make peace I heard that one of 'em little kids might be Dave Free Don't make it Dave Free's 'Cause if your GM is your BM secret BD Then this is all makin' plenty fuckin' sense to me Ayy, let that shorty breathe Shake that ass, bitch, hands on your knees Hands on your knees, hands on your knees Shake that ass for , now shake that ass for free Yeah, yeah Well, not that kind of free, I'm talkin' 'bout my nigga Dave Your man a lil' K, we call that shit a mini Drac' He always said I overlooked him, I was starin' straight These bars go over Kenny head no matter what I say I know you like to keep it short, so let me paraphrase Knew it was smoke when Abel hit us with the serenade Nigga said, ""Uh, uh"" Almost started reachin' for my waist",1.0,494,0.148,0.729,0.123,-0.871,Hip Hop/Rap,61-70,0,1.0,0.9733757182829351,0.8792015372258828
62,The Lighthouse,0.47,The Lighthouse,2024-09-27,291200.0,Stevie Nicks,False,64,7crPfGd2k81ekOoSqQKWWz,heartland rock,1800331,0.66," I have my scars, you have yours Don't let them take your power Don't leave it alone in the final hours They'll take your soul, they'll take your power Don't close your eyes and hope for the best The dark is out there, the light is going fast Until the final hours, your life's forever changed And all the rights that you had yesterday Are taken away And now you're afraid You should be afraid Should be afraid  Because everything I fought for Long ago in a dream is gone Someone said the dream is not over The dream has just begun, or Is it a nightmare? Is it a lasting scar? It is unless you save it and that's that Unless you stand up and take it back And take it back  I have my scars, you have yours Don't let them take your power Don't leave it alone in the final hours They'll take your soul, they'll take your power Unless you stand up and take it back Try to see the future and get mad It's slipping through your fingers, you don't have what you had You don't have much time to get it back",1.0,198,0.034,0.87,0.096,0.8806,Rock,61-70,0,0.66137651728849,0.6297789998536153,0.7500746897674535
